date,precipitation,temp_max,temp_min,wind,weather,weather_encoded
2012-01-01,0.0,-0.8307087599611273,-0.7364021672413956,2.0253465855953694,drizzle,0
2012-01-07,0.0,-1.556450594959765,-1.1381008514505426,-0.4462628069955906,rain,2
2012-01-08,0.0,-1.1935796774604461,-1.1381008514505426,-0.7552139810694604,sun,3
2012-01-11,0.0,-1.6990070268344972,-1.850203064366758,2.4372814843605286,sun,3
2012-01-12,0.0,-1.6990070268344972,-1.9597572509692527,-0.8581977057607505,sun,3
2012-01-13,0.0,-1.8415634587092296,-2.160606593073826,-1.47610005390849,sun,3
2012-01-23,0.0,-1.4138941630850324,-1.448504380157611,0.8925256139911794,rain,2
2012-01-27,0.0,-1.621248973084643,-2.0510524064713316,-1.3731163292172004,drizzle,0
2012-01-28,0.0,-1.621248973084643,-1.5397995356596899,-0.5492465316868802,rain,2
2012-02-02,0.0,-1.4138941630850324,-1.3389501935551162,-0.1373116329217204,sun,3
2012-02-03,0.0,-0.6233539499615166,-1.2476550380530373,2.643248933743109,sun,3
2012-02-04,0.0,-0.46783784246180865,-0.7364021672413956,1.613411686830209,sun,3
2012-02-05,0.0,-0.6881523280863949,-1.3389501935551162,0.17163954115214936,sun,3
2012-02-06,0.0,-0.40303946433693005,-1.3389501935551162,2.334297759669239,sun,3
2012-02-15,0.0,-1.556450594959765,-1.5397995356596899,-0.9611814304520403,drizzle,0
2012-02-19,0.0,-1.621248973084643,-1.2476550380530373,2.0253465855953694,sun,3
2012-02-23,0.0,-1.4138941630850324,-1.1381008514505426,1.2014767880650492,sun,3
2012-02-27,0.0,-1.621248973084643,-2.0510524064713316,0.27462326584343943,sun,3
2012-03-01,0.0,-1.6990070268344972,-1.448504380157611,0.3776069905347295,sun,3
2012-03-07,0.0,-1.3361361093351785,-1.9597572509692527,-0.03432790823043033,sun,3
2012-03-08,0.0,-0.46783784246180865,-1.5397995356596899,-0.24029535761301046,sun,3
2012-03-23,0.0,-0.9084668137109814,-1.5397995356596899,0.06865581646085929,sun,3
2012-03-24,0.0,-0.5455958962116626,-1.0468056959484637,2.540265209051819,sun,3
2012-03-25,0.0,-0.7659103818362489,-1.2476550380530373,-0.03432790823043033,rain,2
2012-03-26,0.0,-0.8307087599611273,-0.5355528251368221,1.613411686830209,drizzle,0
2012-04-02,0.0,-0.3252814105870763,-0.8459563538438901,0.3776069905347295,sun,3
2012-04-04,0.0,-1.115821623710592,-1.1381008514505426,-0.6522302563781703,sun,3
2012-04-07,0.0,-0.40303946433693005,-1.3389501935551162,1.613411686830209,sun,3
2012-04-08,0.0,0.24494431691185334,-0.3347034830322484,1.4074442374476288,sun,3
2012-04-09,0.0,0.1023878850371208,-0.5355528251368221,-0.6522302563781703,sun,3
2012-04-10,0.0,-0.1827249787123438,-0.02429995432518015,0.4805907152260196,rain,2
2012-04-13,0.0,-0.5455958962116626,-0.937251509345969,1.3044605127563391,drizzle,0
2012-04-14,0.0,-0.46783784246180865,-1.0468056959484637,0.27462326584343943,sun,3
2012-04-15,0.0,-0.40303946433693005,-0.3347034830322484,0.17163954115214936,rain,2
2012-04-21,0.0,0.1023878850371208,-0.8459563538438901,-0.4462628069955906,sun,3
2012-04-22,0.0,0.530057180661318,-0.13385414092767475,-0.1373116329217204,rain,2
2012-04-23,0.0,0.3227023706617071,-0.02429995432518015,0.7895418892998893,sun,3
2012-04-28,0.0,-0.40303946433693005,-0.13385414092767475,-0.24029535761301046,drizzle,0
2012-05-05,0.0,-0.7659103818362489,-0.7364021672413956,-0.4462628069955906,sun,3
2012-05-06,0.0,-0.1827249787123438,-0.7364021672413956,-0.34327908230430054,sun,3
2012-05-07,0.0,0.6078152344111717,-0.5355528251368221,-0.5492465316868802,sun,3
2012-05-08,0.0,-0.11792660058746546,0.06699520117689875,0.27462326584343943,sun,3
2012-05-09,0.0,-0.7659103818362489,-0.4259986385343273,1.2014767880650492,rain,2
2012-05-10,0.0,-0.6233539499615166,-0.937251509345969,0.27462326584343943,sun,3
2012-05-11,0.0,-0.11792660058746546,-0.8459563538438901,1.613411686830209,sun,3
2012-05-12,0.0,0.67261361253605,-0.4259986385343273,0.6865581646085993,sun,3
2012-05-13,0.0,0.8281297200357585,0.06699520117689875,1.5104279621389194,sun,3
2012-05-14,0.0,0.9706861519104905,0.6878022585910353,1.098493063373759,sun,3
2012-05-15,0.0,0.67261361253605,0.06699520117689875,1.4074442374476288,drizzle,0
2012-05-16,0.0,0.024629831287266615,0.06699520117689875,0.7895418892998893,sun,3
2012-05-17,0.0,-0.1827249787123438,-0.4259986385343273,0.17163954115214936,rain,2
2012-05-18,0.0,-0.46783784246180865,-0.22514929642975381,0.3776069905347295,rain,2
2012-05-19,0.0,0.024629831287266615,-0.3347034830322484,-1.2701326045259103,sun,3
2012-05-24,0.0,-0.260483032462198,-0.02429995432518015,0.5835744399173092,rain,2
2012-05-25,0.0,0.3875007487865854,-0.02429995432518015,0.3776069905347295,rain,2
